0.21579043567180634, (543.3965349197388, 799.0706533193588)
0.14136233925819397, (541.8867301940918, 801.4101466536522)
0.12141001224517822, (543.2535409927368, 800.1680580377579)
0.11033159494400024, (544.2823076248169, 800.3635918498039)
0.10017772018909454, (540.3572702407837, 801.3057454228401)
0.0788499191403389, (543.3503580093384, 800.6313484311104)
0.07262211292982101, (541.8527412414551, 801.8306913375854)
0.06743130087852478, (537.0630025863647, 802.5369489789009)
0.06402210146188736, (544.650993347168, 800.8023312687874)
0.05727507174015045, (538.4369373321533, 799.3527908921242)
0.05409107357263565, (541.8953132629395, 802.0743736624718)
0.04718175530433655, (537.0962619781494, 804.7746630311012)
0.04706455022096634, (579.3969297409058, 972.5794605016708)
0.04282201826572418, (517.4704742431641, 799.8256950974464)
0.04202371835708618, (544.3410587310791, 802.2014189958572)
0.039926473051309586, (453.18766593933105, 279.9552970379591)
0.03967032581567764, (542.9545068740845, 805.6758188605309)
0.03914593160152435, (414.7133731842041, 968.4647489786148)
0.03730830177664757, (569.5514631271362, 1072.4572736024857)
0.03353958949446678, (454.5513868331909, 279.041547909379)
0.03346453607082367, (578.9056348800659, 971.3728079199791)
0.03288927301764488, (415.8640193939209, 967.5776563286781)
0.0327133908867836, (411.90542221069336, 969.6453409790993)
0.03258359432220459, (411.7065095901489, 970.0285427570343)
0.03189137578010559, (419.6717691421509, 961.7817989587784)
0.030794180929660797, (581.3879871368408, 972.664236843586)
0.030645230785012245, (542.6082229614258, 805.7212659716606)
0.030225485563278198, (542.5726461410522, 800.9323163628578)
0.028100352734327316, (538.8963460922241, 804.6091624498367)
0.02799212746322155, (539.763708114624, 800.6699625849724)
0.027879811823368073, (550.8952188491821, 804.373266518116)
0.027768002822995186, (540.8826398849487, 799.944238960743)
0.027408864349126816, (573.9220476150513, 1070.6140436530113)
0.027075719088315964, (536.1110973358154, 805.7210276126862)
0.027061467990279198, (420.73808670043945, 966.0467560887337)
0.026827309280633926, (546.5063953399658, 799.1269854903221)
0.02649044059216976, (453.41108322143555, 287.4811042547226)
0.0264383964240551, (453.74852657318115, 278.52258083224297)
0.02550540305674076, (572.5584125518799, 1069.0430196523666)
0.025120481848716736, (407.1879529953003, 966.8986510634422)
0.02509107068181038, (569.840841293335, 1088.9390021562576)
0.02501782774925232, (545.4828643798828, 809.2635981440544)
0.0247245691716671, (564.7372627258301, 1075.4657611250877)
0.024516616016626358, (583.1996583938599, 1069.4155747294426)
0.024247074499726295, (407.3216772079468, 970.7325757145882)
0.02359124645590782, (499.94590759277344, 785.0374276041985)
0.023500971496105194, (498.43653202056885, 807.3861239552498)
0.02348969131708145, (417.2884225845337, 741.3296219110489)
0.02327088825404644, (572.7558660507202, 1072.8802018761635)
0.02309552952647209, (467.43006706237793, 787.4918894171715)
0.02264353446662426, (531.1929559707642, 802.9663923978806)
0.02237267978489399, (410.7284688949585, 967.7589680552483)
0.022190187126398087, (411.26194953918457, 962.9316426515579)
0.022081229835748672, (537.9601049423218, 801.2029332518578)
0.022066393867135048, (361.0475206375122, 966.0913292169571)
0.021762140095233917, (298.1426167488098, 805.7438306212425)
0.02173963002860546, (567.7905178070068, 1076.0860506296158)
0.02168921008706093, (419.6131467819214, 961.1581724286079)
0.02166827768087387, (532.741813659668, 808.1593604683876)
0.021644413471221924, (587.1211338043213, 1081.126707315445)
0.021639548242092133, (336.1446690559387, 813.4734148979187)
0.02154344879090786, (575.221996307373, 1090.2841413021088)
0.02153787575662136, (294.6039032936096, 807.7052866220474)
0.021469883620738983, (577.1722412109375, 1081.578159213066)
0.021393707022070885, (433.3366584777832, 744.3338984251022)
0.02137838304042816, (514.4280338287354, 264.06394393742085)
0.021326512098312378, (408.9255094528198, 971.5797035098076)
0.021324776113033295, (335.9344482421875, 806.5477359890938)
0.02126605249941349, (426.08842849731445, 740.3694325089455)
0.02116016484797001, (466.2422561645508, 837.8634969592094)
0.02114230766892433, (447.06669330596924, 916.6953249573708)
0.021078286692500114, (418.1093502044678, 964.6978826522827)
0.021006990224123, (332.4239730834961, 814.6138036847115)
0.020928772166371346, (426.482949256897, 757.5178511142731)
0.020922714844346046, (361.0414695739746, 965.1919213533401)
0.020902272313833237, (442.2846794128418, 746.4186654686928)
0.020859243348240852, (574.5920419692993, 974.6871100068092)
0.020857136696577072, (515.749568939209, 332.5467417091131)
0.02074335888028145, (542.4403381347656, 802.790086209774)
0.02073017694056034, (433.0441474914551, 747.7859719991684)
