0.10085183382034302, (705.4615497589111, 551.6654841899872)
0.09818985313177109, (706.7761898040771, 552.2518157958984)
0.08022373914718628, (710.1410865783691, 551.0647852420807)
0.05252974107861519, (711.3241195678711, 547.3018305301666)
0.04684370011091232, (700.6166934967041, 553.5777432918549)
0.0452858991920948, (708.9634418487549, 554.7544627189636)
0.04500868543982506, (713.339900970459, 549.0910005569458)
0.044507946819067, (702.5403022766113, 551.911093711853)
0.04402615875005722, (709.1655254364014, 550.9945406913757)
0.04311016947031021, (696.7048168182373, 549.9713888168335)
0.041320957243442535, (712.4080181121826, 550.365220785141)
0.037985991686582565, (705.9932231903076, 553.968428850174)
0.037470944225788116, (700.1274108886719, 551.5347754955292)
0.035737741738557816, (458.73961448669434, 754.2101683616638)
0.03529287129640579, (725.263261795044, 546.0237436294556)
0.034572798758745193, (700.1763343811035, 556.5155425071716)
0.03416594862937927, (724.7363090515137, 543.2705590724945)
0.03332727029919624, (455.9966564178467, 752.9234762191772)
0.03288423642516136, (708.7498188018799, 550.6504826545715)
0.02963504195213318, (451.3279914855957, 753.3024859428406)
0.029466450214385986, (702.2141456604004, 553.2964997291565)
0.028657644987106323, (566.7080402374268, 683.5907778739929)
0.028576882556080818, (566.9026851654053, 685.6956124305725)
0.028528261929750443, (712.6542568206787, 546.6214098930359)
0.02755815163254738, (467.53735542297363, 752.9727573394775)
0.025968849658966064, (444.31495666503906, 667.7348427772522)
0.025841323658823967, (618.6168193817139, 498.40290427207947)
0.025258634239435196, (436.9760036468506, 740.5108509063721)
0.025056954473257065, (456.0641288757324, 759.88560962677)
0.024945322424173355, (698.3285903930664, 551.8089680671692)
0.023797033354640007, (580.6442737579346, 684.9940767288208)
0.023258628323674202, (719.8343753814697, 541.8237411975861)
0.023244041949510574, (568.4389591217041, 690.5980224609375)
0.022839639335870743, (693.5667037963867, 554.9489336013794)
0.02240900695323944, (726.3959884643555, 528.3617691993713)
0.02239692024886608, (465.1175022125244, 752.5700168609619)
0.021656090393662453, (552.3549556732178, 690.7541298866272)
0.02146521583199501, (581.7138671875, 676.2475876808167)
0.021403316408395767, (456.85667991638184, 758.2720699310303)
